,Température (°C),Direction du vent moyen 10 mn,Vitesse du vent moyen 10 mn,Humidité,Pression station,date,Consommation (MW),Thermique (MW),Nucléaire (MW),Eolien (MW),Solaire (MW),Hydraulique (MW),Pompage (MW),Bioénergies (MW),Ech. physiques (MW),production_totale
0,7.315312500000023,260.0,4.3253125,83.753125,99147.4375,2013-01-01,2615508.0,175816.0,2380121.0,120822.0,5632.0,326015.0,-67371.0,34437.0,-361741.0,3042843.0
1,5.664375000000023,270.0,3.2828125,83.746875,100368.15625,2013-01-02,3107212.0,227634.0,2680551.0,68501.0,12613.0,423938.0,-33725.0,33651.0,-307605.0,3446888.0
2,6.868437500000023,230.0,2.94125,84.8375,101416.84375,2013-01-03,3196635.0,287155.0,2653696.0,75638.0,10115.0,437392.0,-36701.0,34925.0,-267349.0,3498921.0
3,7.902500000000023,250.0,2.5734375,87.540625,101557.6875,2013-01-04,3129474.0,252028.0,2685912.0,48314.0,6803.0,413973.0,-48142.0,36043.0,-267105.0,3443073.0
4,7.256562500000024,240.0,2.6359375,88.4125,101205.03125,2013-01-05,2884514.0,173959.0,2644075.0,43797.0,7199.0,384203.0,-54130.0,36873.0,-353140.0,3290106.0
5,6.4615625000000225,180.0,2.4203125,88.84375,100894.0625,2013-01-06,2808767.0,172565.0,2600878.0,30038.0,7457.0,325746.0,-56681.0,36547.0,-309437.0,3173231.0
6,5.490312500000024,160.0,2.1996875,89.20625,100524.625,2013-01-07,3267569.0,398320.0,2705945.0,21917.0,7961.0,443753.0,-31242.0,35200.0,-316004.0,3613096.0
7,4.685937500000024,190.0,2.300625,89.346875,100518.65625,2013-01-08,3435444.0,465074.0,2748838.0,20415.0,7047.0,487480.0,-30702.0,35471.0,-299787.0,3764325.0
8,4.390312500000022,190.0,2.1475,90.25625,100074.59375,2013-01-09,3502398.0,394731.0,2805233.0,21796.0,6700.0,521116.0,-27903.0,35858.0,-256839.0,3785434.0
9,6.359687500000023,220.0,3.4228125,89.1625,99543.1875,2013-01-10,3433537.0,385160.0,2791166.0,59509.0,6694.0,448361.0,-36018.0,35607.0,-258738.0,3726497.0
10,6.199375000000022,270.0,3.951875,81.3125,99619.375,2013-01-11,3363850.0,387634.0,2800603.0,68636.0,13712.0,428415.0,-41511.0,37432.0,-332879.0,3736432.0
11,4.433750000000021,160.0,3.0984375,84.271875,99141.46875,2013-01-12,3160040.0,313167.0,2786561.0,48277.0,8886.0,377875.0,-53370.0,38110.0,-361272.0,3572876.0
12,3.8084905660377584,135.0,3.15314465408805,87.51572327044025,99062.13836477988,2013-01-13,3105396.0,292990.0,2773474.0,41740.0,4892.0,319636.0,-59061.0,38033.0,-308103.0,3470765.0
13,2.2746875000000233,280.0,4.0903125000000005,79.803125,99239.5,2013-01-14,3669172.0,460608.0,2812897.0,80061.0,8131.0,453798.0,-33185.0,36319.0,-151259.0,3851814.0
14,2.4862500000000223,280.0,4.253125,81.25625,98719.1875,2013-01-15,3765205.0,503235.0,2809563.0,98120.0,8064.0,487621.0,-26369.0,35773.0,-152587.0,3942376.0
15,0.40125786163524413,130.0,3.673899371069182,80.57232704402516,98565.6603773585,2013-01-16,3824210.0,522853.0,2747798.0,40246.0,5875.0,506706.0,-20937.0,35235.0,-15419.0,3858713.0
16,-1.5171874999999788,190.0,3.6503124999999996,72.534375,99150.875,2013-01-17,4016410.0,571534.0,2772618.0,42710.0,12572.0,514021.0,-16871.0,34165.0,83845.0,3947620.0
17,-1.019496855345889,130.0,3.466666666666667,80.35849056603773,98181.2893081761,2013-01-18,4076079.0,620641.0,2804360.0,74715.0,4862.0,524221.0,-21031.0,34949.0,31616.0,4063748.0
18,2.1575000000000233,80.0,4.6009375,90.4375,96857.375,2013-01-19,3659117.0,441518.0,2806572.0,115321.0,2420.0,441553.0,-34811.0,35171.0,-150334.0,3842555.0
19,2.2468750000000233,230.0,4.2125,86.4125,97124.96875,2013-01-20,3469325.0,397356.0,2764706.0,68561.0,4525.0,419458.0,-55600.0,33237.0,-164531.0,3687843.0
20,3.0800000000000227,205.0,4.438750000000001,83.9125,97599.15625,2013-01-21,3755870.0,541211.0,2755313.0,84449.0,9240.0,484158.0,-34735.0,31861.0,-117382.0,3906232.0
21,3.372413793103469,160.0,3.5890282131661446,82.32601880877743,97970.12539184953,2013-01-22,3778431.0,571029.0,2757785.0,64698.0,10168.0,470849.0,-36271.0,32171.0,-93847.0,3906700.0
22,2.958125000000023,170.0,3.583125,86.0875,98287.46875,2013-01-23,3752299.0,605083.0,2766624.0,37310.0,6784.0,468198.0,-31761.0,32942.0,-134667.0,3916941.0
23,2.3015673981191447,100.0,3.5840125391849527,82.79937304075236,98719.40438871473,2013-01-24,3772991.0,614699.0,2774111.0,48900.0,9782.0,484187.0,-30841.0,33971.0,-163606.0,3965650.0
24,0.38459119496857636,150.0,3.667295597484277,77.67610062893081,99255.72327044026,2013-01-25,3903703.0,593336.0,2803101.0,68492.0,14609.0,491734.0,-25805.0,35025.0,-78536.0,4006297.0
25,2.87084639498435,200.0,4.0501567398119125,81.91536050156739,99017.8369905956,2013-01-26,3552885.0,438893.0,2792153.0,96097.0,11908.0,434285.0,-29671.0,35562.0,-228106.0,3808898.0
26,5.443125000000023,190.0,4.3196875,82.815625,98818.0625,2013-01-27,3241442.0,314992.0,2721931.0,166889.0,7117.0,353208.0,-61075.0,35576.0,-298961.0,3599713.0
27,6.554858934169303,230.0,5.136363636363637,82.4576802507837,99472.131661442,2013-01-28,3490478.0,427516.0,2745504.0,174502.0,15936.0,432118.0,-35309.0,34363.0,-305945.0,3829939.0
28,8.825391849529803,210.0,5.835736677115988,82.38244514106583,99737.6802507837,2013-01-29,3416851.0,415134.0,2720890.0,261359.0,10825.0,432126.0,-47258.0,35060.0,-413036.0,3875394.0
29,10.652351097178704,230.0,5.5316614420062695,79.3667711598746,99790.21943573668,2013-01-30,3212219.0,309773.0,2679400.0,237171.0,13758.0,438771.0,-44148.0,35354.0,-459613.0,3714227.0
30,9.602187500000024,230.0,4.89125,80.934375,100174.03125,2013-01-31,3216185.0,308633.0,2677462.0,200437.0,13257.0,451167.0,-44947.0,35872.0,-427525.0,3686828.0
31,9.588437500000023,230.0,5.02125,85.109375,98816.03125,2013-02-01,3172620.0,261933.0,2679927.0,151450.0,6368.0,480640.0,-49685.0,37018.0,-396763.0,3617336.0
32,5.612539184952999,320.0,7.05423197492163,76.61128526645768,98673.26018808778,2013-02-02,3079243.0,210005.0,2638897.0,188792.0,11959.0,434308.0,-66411.0,35998.0,-376062.0,3519959.0
33,3.924137931034506,280.0,5.47398119122257,71.18495297805643,100060.5329153605,2013-02-03,3145257.0,262527.0,2604194.0,144284.0,15836.0,433498.0,-79105.0,36040.0,-273798.0,3496379.0
34,7.878864353312325,260.0,5.505047318611987,81.93375394321767,99956.56151419558,2013-02-04,3368919.0,346712.0,2656956.0,196102.0,9290.0,488504.0,-40533.0,34595.0,-324523.0,3732159.0
35,6.692812500000024,260.0,6.577500000000001,79.234375,99116.09375,2013-02-05,3446600.0,388602.0,2641301.0,230701.0,10038.0,520526.0,-40401.0,34917.0,-340866.0,3826085.0
36,4.426875000000023,290.0,6.639374999999999,78.478125,98437.4375,2013-02-06,3600095.0,429094.0,2654031.0,221051.0,11048.0,520251.0,-31161.0,34643.0,-240620.0,3870118.0
37,3.2790625000000224,310.0,5.4799999999999995,71.990625,99420.0625,2013-02-07,3695854.0,504277.0,2641107.0,121691.0,15080.0,522224.0,-26465.0,35100.0,-118993.0,3839479.0
38,2.476875000000022,290.0,3.6618749999999998,77.84375,99416.3125,2013-02-08,3617467.0,485919.0,2676511.0,54437.0,12424.0,504738.0,-29980.0,35618.0,-123998.0,3769647.0
39,2.0687500000000223,280.0,3.3415624999999998,79.578125,99714.4375,2013-02-09,3452821.0,418103.0,2596523.0,42674.0,12659.0,525696.0,-20712.0,36100.0,-159948.0,3631755.0
40,3.015360501567421,160.0,4.320062695924765,84.72727272727273,98519.49843260187,2013-02-10,3330703.0,336825.0,2654039.0,143119.0,8425.0,433729.0,-55332.0,36529.0,-228377.0,3612666.0
41,3.4777429467084855,240.0,3.994670846394984,85.36363636363636,97748.40125391849,2013-02-11,3580071.0,446374.0,2696419.0,64859.0,8486.0,510726.0,-31130.0,35025.0,-152382.0,3761889.0
42,2.865000000000023,285.0,3.6153125000000004,81.7125,98803.875,2013-02-12,3702135.0,514333.0,2699923.0,43143.0,9420.0,525390.0,-24824.0,34103.0,-101035.0,3826312.0
43,2.634375000000023,165.0,3.4028125000000005,73.309375,99780.125,2013-02-13,3713227.0,495354.0,2688431.0,46823.0,15100.0,523949.0,-14041.0,34300.0,-78431.0,3803957.0
44,4.250937500000023,210.0,4.0184375,80.6375,99699.5625,2013-02-14,3688449.0,483190.0,2712393.0,112923.0,11441.0,508136.0,-17285.0,34562.0,-158689.0,3862645.0
45,5.872500000000023,280.0,2.8493749999999998,81.80625,99828.5625,2013-02-15,3460872.0,449517.0,2702236.0,43226.0,18076.0,494333.0,-28137.0,35294.0,-255390.0,3742682.0
46,4.440000000000022,100.0,2.045,81.0875,99979.96875,2013-02-16,3181186.0,382937.0,2649537.0,16217.0,23815.0,430623.0,-36002.0,35556.0,-323244.0,3538685.0
47,3.8565625000000217,90.0,3.3790625,79.79375,99561.28125,2013-02-17,3080185.0,306367.0,2624714.0,74185.0,23092.0,397842.0,-66049.0,34559.0,-316301.0,3460759.0
48,4.410312500000022,90.0,3.34875,77.40625,99393.34375,2013-02-18,3409738.0,475835.0,2656042.0,66774.0,22869.0,461339.0,-19421.0,33262.0,-288726.0,3716121.0
49,4.26942675159238,100.0,2.460191082802548,77.65286624203821,99521.62420382166,2013-02-19,3501023.0,510753.0,2654239.0,28618.0,28004.0,453207.0,-36088.0,34317.0,-173764.0,3709138.0
50,4.328980891719768,70.0,3.530573248407643,74.21337579617834,99464.52229299363,2013-02-20,3501092.0,471176.0,2601233.0,92790.0,28246.0,462483.0,-23623.0,34337.0,-167369.0,3690265.0
51,2.1940625000000216,60.0,5.005,66.7,99144.28125,2013-02-21,3696025.0,509321.0,2599497.0,157844.0,25612.0,519205.0,-28933.0,34520.0,-122877.0,3845999.0
52,-0.14326018808775073,50.0,5.6247648902821314,63.827586206896555,98738.0250783699,2013-02-22,3794663.0,504717.0,2598149.0,175231.0,23576.0,532289.0,-22136.0,35981.0,-54960.0,3869943.0
53,-1.4553124999999776,50.0,5.6434375,65.096875,98916.6875,2013-02-23,3754116.0,557423.0,2502867.0,124128.0,12691.0,500536.0,-14607.0,36414.0,32801.0,3734059.0
54,-0.44388714733539886,320.0,5.188401253918495,73.18181818181819,99380.97178683386,2013-02-24,3612418.0,535492.0,2511622.0,108884.0,11451.0,429624.0,-45813.0,35030.0,24307.0,3632103.0
55,0.9642405063291373,280.0,4.063291139240507,79.86392405063292,99764.46202531646,2013-02-25,3850255.0,623837.0,2512041.0,72327.0,11029.0,491864.0,-32553.0,33893.0,136029.0,3744991.0
56,1.6125000000000225,60.0,3.7046875,78.290625,100184.0,2013-02-26,3814670.0,631745.0,2513691.0,76377.0,17509.0,483477.0,-14859.0,33849.0,71019.0,3756648.0
57,2.8300000000000227,50.0,3.72375,79.10625,100382.65625,2013-02-27,3753218.0,619648.0,2540037.0,72088.0,19044.0,477064.0,-25642.0,34745.0,14317.0,3762626.0
58,3.4777429467084855,60.0,3.4407523510971783,78.7398119122257,100099.02821316614,2013-02-28,3676378.0,544552.0,2565159.0,36906.0,19201.0,464346.0,-22391.0,35041.0,31648.0,3665205.0
59,3.975312500000024,50.0,4.2965625,75.303125,99895.09375,2013-03-01,3663675.0,584679.0,2493459.0,71489.0,14553.0,452296.0,-24824.0,35144.0,34930.0,3651620.0
60,3.5437500000000233,70.0,3.5837499999999998,73.240625,99933.15625,2013-03-02,3352242.0,479507.0,2445975.0,47477.0,18943.0,390757.0,-30902.0,35693.0,-37148.0,3418352.0
61,4.054088050314489,90.0,3.1411949685534593,73.00628930817611,99661.7610062893,2013-03-03,3109238.0,378330.0,2438690.0,63985.0,30177.0,312596.0,-71923.0,34907.0,-79420.0,3258685.0
62,6.976250000000023,105.0,4.4190625,70.76875,99007.0,2013-03-04,3319915.0,447380.0,2455821.0,136612.0,31058.0,343304.0,-23887.0,32864.0,-105141.0,3447039.0
63,9.733968253968277,110.0,5.902857142857143,66.66349206349206,98385.04761904762,2013-03-05,3195807.0,363416.0,2501093.0,139963.0,13503.0,371979.0,-35552.0,33707.0,-194215.0,3423661.0
64,10.129687500000022,110.0,4.34,77.71875,97725.0625,2013-03-06,3089093.0,375219.0,2526275.0,66208.0,9892.0,359079.0,-38737.0,34089.0,-244769.0,3370762.0
65,11.188993710691848,150.0,3.3776729559748424,83.35534591194968,97644.96855345913,2013-03-07,2984705.0,363779.0,2467384.0,48602.0,18284.0,377294.0,-37379.0,34796.0,-289964.0,3310139.0
66,11.035256410256434,210.0,3.99775641025641,83.26602564102564,97762.43589743589,2013-03-08,2912362.0,324699.0,2394276.0,97841.0,17289.0,401200.0,-44853.0,34664.0,-314623.0,3269969.0
67,10.114423076923098,190.0,2.608012820512821,80.86538461538461,98086.34615384616,2013-03-09,2618794.0,223600.0,2289615.0,37437.0,22945.0,381616.0,-61507.0,34280.0,-311019.0,2989493.0
68,8.391935483870991,140.0,3.2377419354838706,81.56129032258065,97862.64516129032,2013-03-10,2586314.0,220227.0,2304018.0,41929.0,21791.0,340858.0,-58266.0,33780.0,-319932.0,2962603.0
69,6.627884615384637,145.0,5.009935897435897,82.59935897435898,97636.98717948717,2013-03-11,3185941.0,369404.0,2443761.0,139419.0,19432.0,430753.0,-30265.0,32817.0,-221266.0,3435586.0
70,3.778913738019193,220.0,5.3335463258785945,80.36421725239616,97776.32587859425,2013-03-12,3474180.0,495995.0,2502957.0,153709.0,14436.0,432008.0,-34392.0,32399.0,-124821.0,3631504.0
71,1.2232484076433356,300.0,4.487898089171975,75.0031847133758,98314.29936305732,2013-03-13,3663601.0,562058.0,2526267.0,64680.0,14738.0,470981.0,-31226.0,31513.0,22688.0,3670237.0
72,1.8536050156740056,320.0,5.077742946708463,69.95924764890282,98942.3197492163,2013-03-14,3640709.0,520540.0,2497486.0,72740.0,24507.0,455977.0,-24157.0,31031.0,60687.0,3602281.0
73,2.64588607594939,210.0,4.5898734177215195,63.53164556962025,99352.68987341772,2013-03-15,3612513.0,497305.0,2412590.0,117996.0,34974.0,469670.0,-15378.0,33042.0,60446.0,3565577.0
74,5.264375000000021,170.0,5.4034375,64.875,98592.75,2013-03-16,3233307.0,362998.0,2396590.0,200841.0,21976.0,371813.0,-59769.0,34874.0,-97989.0,3389092.0
75,6.700000000000022,180.0,5.2828125,81.4625,97707.0625,2013-03-17,2974337.0,344197.0,2397364.0,142745.0,10900.0,343570.0,-77482.0,35241.0,-224122.0,3274017.0
76,5.636250000000022,230.0,4.8306249999999995,82.209375,97392.78125,2013-03-18,3368407.0,495003.0,2418943.0,97257.0,20316.0,418248.0,-32960.0,34029.0,-84392.0,3483796.0
77,6.632915360501589,210.0,3.969278996865204,76.3667711598746,97950.78369905957,2013-03-19,3344759.0,455160.0,2414589.0,82808.0,25822.0,414879.0,-24271.0,34589.0,-60777.0,3427847.0
78,7.096562500000023,250.0,4.02375,76.78125,98521.1875,2013-03-20,3287324.0,413028.0,2414736.0,93062.0,25681.0,433163.0,-22133.0,34538.0,-106777.0,3414208.0
79,7.408832807570999,130.0,3.342902208201893,72.9968454258675,99223.28075709779,2013-03-21,3254587.0,398746.0,2370636.0,53503.0,29426.0,440650.0,-15787.0,34841.0,-59384.0,3327802.0
80,9.461250000000025,120.0,4.178437499999999,70.075,98481.9375,2013-03-22,3063021.0,334536.0,2290074.0,148065.0,27706.0,455761.0,-20612.0,35964.0,-210405.0,3292106.0
81,8.810725552050496,100.0,3.423343848580442,80.74447949526814,98406.5930599369,2013-03-23,2749055.0,292571.0,2202807.0,83503.0,16369.0,386896.0,-65968.0,37029.0,-206053.0,3019175.0
82,7.400000000000023,60.0,4.1987499999999995,82.4,98245.65625,2013-03-24,2708717.0,272869.0,2127638.0,88984.0,16215.0,376322.0,-76124.0,36728.0,-135882.0,2918756.0
83,6.551410658307233,60.0,4.305329153605016,74.3730407523511,98382.00626959247,2013-03-25,3149538.0,447745.0,2251974.0,78080.0,23219.0,411080.0,-23209.0,35581.0,-76927.0,3247679.0
84,5.837735849056627,60.0,3.7732704402515727,69.9748427672956,98373.0503144654,2013-03-26,3248553.0,473964.0,2322353.0,51579.0,26258.0,429666.0,-23068.0,35504.0,-69661.0,3339324.0
85,5.768965517241402,60.0,3.1119122257053293,67.98746081504702,98357.6802507837,2013-03-27,3262899.0,472106.0,2347219.0,32243.0,26525.0,428924.0,-22166.0,34765.0,-58544.0,3341782.0
86,5.560000000000023,135.0,2.9865625000000002,75.775,98585.09375,2013-03-28,3284066.0,590933.0,2205668.0,29548.0,15215.0,484163.0,-19925.0,33985.0,-57422.0,3359512.0
87,6.132389937106941,100.0,3.2544025157232706,78.89308176100629,98431.2893081761,2013-03-29,3273080.0,409302.0,2392163.0,44483.0,20371.0,452760.0,-29022.0,35130.0,-54036.0,3354209.0
88,6.5025000000000235,120.0,4.73625,79.946875,98277.8125,2013-03-30,3006831.0,349630.0,2189507.0,95255.0,19919.0,456006.0,-45317.0,35258.0,-95368.0,3145575.0
89,5.335849056603797,90.0,4.185534591194968,68.17295597484276,98633.64779874214,2013-03-31,2979541.0,268369.0,2270817.0,76614.0,33721.0,440087.0,-82221.0,35975.0,-65929.0,3125583.0
90,5.581672025723496,70.0,5.012861736334405,66.59163987138264,98213.02250803859,2013-04-01,2880439.0,165805.0,2239501.0,161778.0,24278.0,394622.0,-82215.0,30080.0,-57319.0,3016064.0
91,6.833015873015895,70.0,4.652063492063492,65.12380952380953,98468.41269841269,2013-04-02,3190874.0,314616.0,2295801.0,133867.0,29729.0,455532.0,-27808.0,28115.0,-40942.0,3257660.0
92,6.57287066246059,60.0,4.023028391167192,63.1198738170347,98665.07886435332,2013-04-03,3184421.0,378348.0,2300656.0,95647.0,37482.0,448629.0,-28358.0,27559.0,-77450.0,3288321.0
93,6.322641509433984,50.0,4.984591194968553,73.37735849056604,98264.21383647798,2013-04-04,3272557.0,390366.0,2297410.0,152335.0,17047.0,495427.0,-27238.0,27186.0,-81915.0,3379771.0
94,5.58490566037738,210.0,4.6371069182389935,76.16037735849056,98554.46540880503,2013-04-05,3279904.0,392414.0,2299159.0,125033.0,21036.0,506377.0,-19935.0,27475.0,-73686.0,3371494.0
95,5.274285714285736,50.0,4.491428571428571,74.76507936507936,99408.63492063493,2013-04-06,3024043.0,342551.0,2184669.0,92232.0,14343.0,446532.0,-32448.0,27583.0,-53495.0,3107910.0
96,6.384177215189896,120.0,3.3664556962025314,67.12974683544304,99444.62025316455,2013-04-07,2776287.0,258945.0,2160087.0,53686.0,31009.0,355007.0,-59603.0,26944.0,-51813.0,2885678.0
97,7.322884012539208,190.0,3.3849529780564263,75.9090909090909,98429.52978056426,2013-04-08,3090312.0,368231.0,2203834.0,52831.0,21845.0,414695.0,-25657.0,26053.0,26519.0,3087489.0
98,8.870125786163545,210.0,5.399056603773585,79.89622641509433,98150.94339622642,2013-04-09,3068548.0,366445.0,2195654.0,165075.0,22048.0,415708.0,-21332.0,24927.0,-101910.0,3189857.0
99,10.80974842767298,210.0,4.718867924528301,75.98113207547169,98711.1320754717,2013-04-10,2974694.0,384788.0,2160789.0,149460.0,27516.0,438300.0,-24293.0,26082.0,-189880.0,3186935.0
100,12.050625000000023,210.0,4.9828125,81.89375,98376.875,2013-04-11,2868217.0,301496.0,2162515.0,153742.0,16494.0,465953.0,-27961.0,26861.0,-232818.0,3127061.0
101,10.962187500000024,230.0,5.659375,76.70625,98722.78125,2013-04-12,2796740.0,211610.0,2156546.0,212490.0,30132.0,490390.0,-33184.0,28216.0,-301414.0,3129384.0
102,12.099687500000023,190.0,4.220625,73.55625,99641.25,2013-04-13,2462637.0,81660.0,1982078.0,119624.0,34687.0,470575.0,-45375.0,28621.0,-211155.0,2717245.0
103,15.867500000000025,160.0,4.37,62.646875,99825.34375,2013-04-14,2111878.0,45988.0,1731047.0,128368.0,43650.0,443755.0,-57748.0,27233.0,-250232.0,2420041.0
104,14.812225705329178,210.0,2.9407523510971787,67.91222570532915,99931.12852664577,2013-04-15,2412091.0,190867.0,1962366.0,43205.0,34466.0,491488.0,-25568.0,26294.0,-312847.0,2748686.0
105,14.738125000000021,210.0,3.0275,71.775,99949.53125,2013-04-16,2458671.0,210582.0,2014319.0,63800.0,34493.0,466973.0,-28531.0,26578.0,-331356.0,2816745.0
106,16.92562500000002,170.0,3.5709375000000003,64.7125,99813.3125,2013-04-17,2407219.0,108234.0,2076284.0,79710.0,42181.0,485552.0,-26925.0,26557.0,-386191.0,2818518.0
107,13.919749216300962,260.0,4.628526645768025,68.08150470219435,99958.0250783699,2013-04-18,2399882.0,99214.0,2022702.0,156435.0,30649.0,486920.0,-27510.0,27172.0,-397558.0,2823092.0
108,10.206940063091507,300.0,4.52018927444795,70.27129337539432,100343.4069400631,2013-04-19,2495268.0,105704.0,2079625.0,98956.0,25601.0,525866.0,-25182.0,28665.0,-345828.0,2864417.0
109,8.533228840125414,260.0,5.111598746081504,70.35109717868339,100257.61755485894,2013-04-20,2356440.0,56703.0,2020834.0,142791.0,27696.0,479284.0,-45655.0,29598.0,-356689.0,2756906.0
110,9.249375000000022,300.0,3.0896875,66.8,99850.28125,2013-04-21,2225572.0,46124.0,1907764.0,41848.0,31761.0,471711.0,-60158.0,29277.0,-244624.0,2528485.0
111,10.431661442006291,270.0,3.250783699059561,66.69592476489028,99688.52664576803,2013-04-22,2576413.0,165182.0,2109180.0,47074.0,35072.0,494104.0,-22150.0,28517.0,-282496.0,2879129.0
112,11.824137931034507,240.0,2.4614420062695928,71.67711598746081,100075.64263322884,2013-04-23,2564577.0,195920.0,2142792.0,27828.0,35570.0,484785.0,-21906.0,29066.0,-331372.0,2915961.0
113,14.060501567398143,140.0,2.5887147335423197,67.53918495297806,100357.3354231975,2013-04-24,2468317.0,166263.0,2096760.0,22271.0,45021.0,493077.0,-22749.0,29833.0,-364016.0,2853225.0
114,16.2689655172414,130.0,2.487460815047022,61.510971786833856,100041.63009404388,2013-04-25,2385851.0,115603.0,2074501.0,26056.0,36746.0,520888.0,-27856.0,28589.0,-390506.0,2802383.0
115,12.66394984326021,250.0,3.852664576802508,79.43260188087774,99326.4263322884,2013-04-26,2433424.0,87430.0,2038901.0,93578.0,9811.0,538911.0,-32058.0,30977.0,-335967.0,2799608.0
116,7.542006269592501,280.0,4.108150470219436,79.82445141065831,98882.6645768025,2013-04-27,2350665.0,74820.0,1998128.0,91825.0,18368.0,517318.0,-62685.0,31075.0,-320034.0,2731534.0
117,7.457500000000023,190.0,2.9518750000000002,76.7125,99328.8125,2013-04-28,2325371.0,84825.0,1954282.0,34752.0,20857.0,501729.0,-88047.0,30642.0,-215497.0,2627087.0
118,9.227500000000022,220.0,3.5146875,76.084375,99533.8125,2013-04-29,2696800.0,178721.0,2014881.0,54401.0,21508.0,534937.0,-25647.0,30021.0,-113866.0,2834469.0
119,10.791875000000022,50.0,4.5337499999999995,80.846875,99495.3125,2013-04-30,2685283.0,183781.0,2029870.0,141724.0,18063.0,505777.0,-28124.0,30715.0,-198422.0,2909930.0
120,11.768125000000023,80.0,3.5881250000000002,79.86875,99584.3125,2013-05-01,2216233.0,48074.0,1874464.0,81253.0,28080.0,476011.0,-97034.0,31707.0,-227689.0,2539589.0
121,11.794375000000025,205.0,2.7484375,81.2875,99638.03125,2013-05-02,2528631.0,154481.0,2000777.0,33487.0,28628.0,519470.0,-30539.0,31283.0,-210852.0,2768126.0
122,12.177742946708488,300.0,3.475862068965517,77.7680250783699,99683.3855799373,2013-05-03,2499994.0,130015.0,2050509.0,66732.0,30228.0,529239.0,-36397.0,31536.0,-303661.0,2838259.0
123,12.608125000000024,260.0,3.001875,73.64375,99859.6875,2013-05-04,2201406.0,45207.0,1989791.0,54008.0,40418.0,496993.0,-58513.0,33010.0,-401222.0,2659427.0
124,13.824687500000024,195.0,2.4928125000000003,70.625,99942.65625,2013-05-05,2005926.0,44769.0,1876325.0,26281.0,39816.0,491712.0,-94059.0,32250.0,-412888.0,2511153.0
125,14.808176100628954,180.0,2.3176100628930816,67.65408805031447,99691.41509433962,2013-05-06,2322135.0,104406.0,2033400.0,22303.0,43689.0,566762.0,-28854.0,31316.0,-452606.0,2801876.0
126,15.493125000000024,180.0,2.3431249999999997,70.725,99393.375,2013-05-07,2309552.0,107575.0,2067832.0,21222.0,31637.0,570390.0,-27571.0,31192.0,-494495.0,2829848.0
127,15.342500000000024,200.0,3.5306249999999997,79.64375,99165.71875,2013-05-08,2004008.0,45119.0,1976586.0,77473.0,30931.0,508256.0,-61388.0,32056.0,-607001.0,2670421.0
128,14.068750000000023,230.0,3.40625,77.4375,99380.90625,2013-05-09,1975341.0,43947.0,1917376.0,79648.0,26448.0,499542.0,-62152.0,32722.0,-563900.0,2599683.0
129,12.470347003154597,260.0,4.760567823343848,73.13249211356467,99619.14826498422,2013-05-10,2170091.0,44173.0,1981476.0,115877.0,33982.0,553880.0,-25174.0,32430.0,-568240.0,2761818.0
130,12.337898089171997,260.0,5.034076433121019,70.1624203821656,99642.07006369426,2013-05-11,2088954.0,43875.0,1846038.0,139867.0,35831.0,517775.0,-52038.0,32681.0,-476730.0,2616067.0
131,11.89588607594939,270.0,5.107911392405063,68.87974683544304,99847.65822784811,2013-05-12,2013123.0,43087.0,1706901.0,135488.0,34046.0,510021.0,-78968.0,32177.0,-371322.0,2461720.0
132,12.791167192429043,250.0,4.25173501577287,71.84227129337539,99758.58044164038,2013-05-13,2412774.0,62787.0,2087656.0,137457.0,34606.0,570723.0,-33974.0,30525.0,-478807.0,2923754.0
133,13.01097178683388,200.0,3.8927899686520373,73.71473354231975,98853.94984326018,2013-05-14,2467819.0,74605.0,2161240.0,89322.0,36470.0,574152.0,-37798.0,29874.0,-461872.0,2965663.0
134,11.454231974921653,230.0,4.0714733542319745,78.84326018808777,98073.76175548589,2013-05-15,2494717.0,117071.0,2136260.0,74127.0,21052.0,550400.0,-39793.0,30899.0,-397092.0,2929809.0
135,9.994062500000023,235.0,2.5484375,80.28125,97833.625,2013-05-16,2558101.0,138549.0,2178600.0,22443.0,25165.0,564094.0,-35038.0,31346.0,-368799.0,2960197.0
136,10.834276729559772,110.0,2.9871069182389935,77.33647798742139,98049.40251572327,2013-05-17,2510691.0,134224.0,2109044.0,32457.0,33242.0,564774.0,-20585.0,32078.0,-376371.0,2905819.0
137,11.308750000000021,110.0,4.363125,80.225,98378.75,2013-05-18,2259898.0,44069.0,2007926.0,90826.0,21563.0,545909.0,-31506.0,32821.0,-453478.0,2743114.0
138,11.015987460815069,250.0,3.8996865203761755,81.10031347962382,98925.23510971786,2013-05-19,2127678.0,42432.0,1933059.0,52710.0,25454.0,481520.0,-84753.0,33204.0,-357703.0,2568379.0
139,11.029062500000022,260.0,3.9575000000000005,81.10625,99339.0625,2013-05-20,2250704.0,64092.0,1980055.0,74827.0,27441.0,531035.0,-47997.0,31637.0,-412138.0,2709087.0
140,11.68150470219438,280.0,3.8648902821316615,85.04702194357367,99322.1630094044,2013-05-21,2616828.0,155190.0,2062906.0,77582.0,19696.0,593343.0,-24555.0,30459.0,-299612.0,2939176.0
141,12.312893081761029,310.0,4.382389937106918,78.6006289308176,99420.56603773584,2013-05-22,2598462.0,155630.0,2065503.0,83564.0,29486.0,575000.0,-34599.0,29611.0,-307506.0,2938794.0
